Order Item ID,Order ID,Product ID,Sales,Quantity,Discount,Profit,Profit Margin,Cost of Goods Sold,Cost of Sales,Other Expenses
US-2019-118983_16,US-2019-118983,OFF-BI-10000756,2.5439999999999996,3,0.8,-3.8160000000000016,-1.5000000000000009,5.596800000000001,1.3992000000000002,1.3992000000000002
CA-2018-105893_17,CA-2018-105893,OFF-ST-10004186,665.88,6,0.0,13.317599999999999,0.019999999999999997,435.0416,108.7604,108.7604
CA-2018-167164_18,CA-2018-167164,OFF-ST-10000107,55.5,2,0.0,9.989999999999995,0.1799999999999999,30.340000000000003,7.585000000000001,7.585000000000001
CA-2018-143336_19,CA-2018-143336,OFF-AR-10003056,8.56,2,0.0,2.4823999999999993,0.2899999999999999,4.051733333333334,1.0129333333333335,1.0129333333333335
CA-2018-143336_20,CA-2018-143336,TEC-PH-10001949,213.48000000000002,3,0.2,16.01099999999998,0.0749999999999999,160.11,40.0275,40.0275
CA-2018-143336_21,CA-2018-143336,OFF-BI-10002215,22.72,4,0.2,7.383999999999999,0.32499999999999996,13.253333333333334,3.3133333333333335,3.3133333333333335
CA-2020-137330_22,CA-2020-137330,OFF-AR-10000246,19.459999999999997,7,0.0,5.0596,0.26,9.600266666666666,2.4000666666666666,2.4000666666666666
CA-2020-137330_23,CA-2020-137330,OFF-AP-10001492,60.339999999999996,7,0.0,15.688400000000001,0.26000000000000006,29.767733333333332,7.441933333333333,7.441933333333333
US-2021-156909_24,US-2021-156909,FUR-CH-10002774,71.37199999999999,2,0.3,-1.0196000000000005,-0.014285714285714296,62.53546666666665,15.633866666666663,15.633866666666663
CA-2019-106320_25,CA-2019-106320,FUR-TA-10000577,1044.6299999999999,3,0.0,240.2649,0.23000000000000004,536.2434,134.06085,134.06085
CA-2020-121755_26,CA-2020-121755,OFF-BI-10001634,11.648000000000001,2,0.2,4.2224,0.3625,6.503466666666668,1.625866666666667,1.625866666666667
CA-2020-121755_27,CA-2020-121755,TEC-AC-10003027,90.57000000000001,3,0.0,11.774100000000004,0.13000000000000003,52.5306,13.13265,13.13265
US-2019-150630_28,US-2019-150630,FUR-BO-10004834,3083.4300000000003,7,0.5,-1665.0522,-0.5399999999999999,4193.464800000001,1048.3662000000002,1048.3662000000002
US-2019-150630_29,US-2019-150630,OFF-BI-10000474,9.618000000000002,2,0.7,-7.0532,-0.7333333333333332,15.602533333333335,3.900633333333334,3.900633333333334
US-2019-150630_30,US-2019-150630,FUR-FU-10004848,124.20000000000002,3,0.2,15.524999999999991,0.12499999999999992,89.01000000000003,22.25250000000001,22.25250000000001
US-2019-150630_31,US-2019-150630,OFF-EN-10001509,3.2640000000000002,2,0.2,1.1015999999999997,0.33749999999999986,1.8768000000000002,0.46920000000000006,0.46920000000000006
US-2019-150630_32,US-2019-150630,OFF-AR-10004042,86.304,6,0.2,9.709199999999989,0.11249999999999986,62.57040000000001,15.642600000000002,15.642600000000002
US-2019-150630_33,US-2019-150630,OFF-BI-10001525,6.858000000000001,6,0.7,-5.715,-0.8333333333333331,11.582400000000002,2.8956000000000004,2.8956000000000004
US-2019-150630_34,US-2019-150630,OFF-AR-10001683,15.76,2,0.2,3.5460000000000007,0.22500000000000006,10.244,2.561,2.561
CA-2021-107727_35,CA-2021-107727,OFF-PA-10000249,29.472,3,0.2,9.946799999999998,0.3374999999999999,16.946400000000004,4.236600000000001,4.236600000000001
CA-2020-117590_36,CA-2020-117590,TEC-PH-10004977,1097.5440000000003,7,0.2,123.4736999999999,0.11249999999999986,795.7194000000003,198.92985000000007,198.92985000000007
CA-2020-117590_37,CA-2020-117590,FUR-FU-10003664,190.92,5,0.6,-147.96300000000002,-0.7750000000000001,302.28999999999996,75.57249999999999,75.57249999999999
CA-2019-117415_38,CA-2019-117415,OFF-EN-10002986,113.328,9,0.2,35.415,0.3125,67.0524,16.7631,16.7631
CA-2019-117415_39,CA-2019-117415,FUR-BO-10002545,532.3992,3,0.32,-46.97640000000001,-0.08823529411764709,499.828896,124.957224,124.957224
CA-2019-117415_40,CA-2019-117415,FUR-CH-10004218,212.058,3,0.3,-15.146999999999991,-0.0714285714285714,193.8816,48.4704,48.4704
CA-2019-117415_41,CA-2019-117415,TEC-PH-10000486,371.168,4,0.2,41.75639999999996,0.11249999999999988,269.09680000000003,67.27420000000001,67.27420000000001
CA-2021-120999_42,CA-2021-120999,TEC-PH-10004093,147.168,4,0.2,16.556399999999996,0.11249999999999998,106.69680000000002,26.674200000000006,26.674200000000006
CA-2020-101343_43,CA-2020-101343,OFF-ST-10003479,77.88,2,0.0,3.8939999999999912,0.04999999999999989,49.324000000000005,12.331000000000001,12.331000000000001
CA-2021-139619_44,CA-2021-139619,OFF-ST-10003282,95.616,2,0.2,9.56160000000001,0.1000000000000001,70.1184,17.5296,17.5296
CA-2020-118255_45,CA-2020-118255,TEC-AC-10000171,45.98,2,0.0,19.7714,0.43000000000000005,17.472399999999997,4.368099999999999,4.368099999999999
CA-2020-118255_46,CA-2020-118255,OFF-BI-10003291,17.46,2,0.0,8.206199999999999,0.4699999999999999,6.1692,1.5423,1.5423
CA-2018-146703_47,CA-2018-146703,OFF-ST-10001713,211.96,4,0.0,8.478399999999993,0.039999999999999966,135.6544,33.9136,33.9136
CA-2020-169194_48,CA-2020-169194,TEC-AC-10002167,45.0,3,0.0,4.950000000000001,0.11000000000000003,26.700000000000003,6.675000000000001,6.675000000000001
CA-2020-169194_49,CA-2020-169194,TEC-PH-10003988,21.8,2,0.0,6.104000000000001,0.28,10.464,2.616,2.616
CA-2019-115742_50,CA-2019-115742,OFF-BI-10004410,38.22,6,0.0,17.9634,0.47000000000000003,13.5044,3.3761,3.3761
CA-2019-115742_51,CA-2019-115742,OFF-LA-10002762,75.17999999999999,6,0.0,35.334599999999995,0.47,26.563599999999997,6.640899999999999,6.640899999999999
CA-2019-115742_52,CA-2019-115742,FUR-FU-10001706,6.16,2,0.0,2.9568,0.48,2.135466666666667,0.5338666666666667,0.5338666666666667
CA-2019-115742_53,CA-2019-115742,FUR-CH-10003061,89.99,1,0.0,17.098099999999988,0.1899999999999999,48.5946,12.14865,12.14865
CA-2020-105816_54,CA-2020-105816,OFF-FA-10000304,15.260000000000002,7,0.0,6.256600000000001,0.41,6.002266666666668,1.500566666666667,1.500566666666667
CA-2020-105816_55,CA-2020-105816,TEC-PH-10002447,1029.95,5,0.0,298.6855,0.29,487.5096666666667,121.87741666666668,121.87741666666668
CA-2020-111682_56,CA-2020-111682,OFF-ST-10000604,208.56,6,0.0,52.139999999999986,0.24999999999999994,104.28,26.07,26.07
CA-2020-111682_57,CA-2020-111682,OFF-PA-10001569,32.400000000000006,5,0.0,15.552000000000001,0.48,11.232000000000003,2.8080000000000007,2.8080000000000007
CA-2020-111682_58,CA-2020-111682,FUR-CH-10003968,319.41,5,0.1,7.098000000000006,0.02222222222222224,229.50199999999998,57.375499999999995,57.375499999999995
CA-2020-111682_59,CA-2020-111682,OFF-PA-10000587,14.56,2,0.0,6.9888,0.48,5.047466666666667,1.2618666666666667,1.2618666666666667
CA-2020-111682_60,CA-2020-111682,TEC-AC-10002167,30.0,2,0.0,3.3000000000000007,0.11000000000000003,17.8,4.45,4.45
CA-2020-111682_61,CA-2020-111682,OFF-BI-10001460,48.480000000000004,4,0.2,16.362,0.3374999999999999,27.876000000000005,6.969000000000001,6.969000000000001
CA-2020-111682_62,CA-2020-111682,OFF-AR-10001868,1.68,1,0.0,0.84,0.5,0.5599999999999999,0.13999999999999999,0.13999999999999999
CA-2019-135545_63,CA-2019-135545,TEC-AC-10004633,13.98,2,0.0,6.151200000000001,0.44000000000000006,5.2192,1.3048,1.3048
CA-2019-135545_64,CA-2019-135545,OFF-BI-10001078,25.824,6,0.2,9.3612,0.3625,14.418400000000002,3.6046000000000005,3.6046000000000005
CA-2019-135545_65,CA-2019-135545,OFF-PA-10003892,146.73,3,0.0,68.9631,0.47000000000000003,51.8446,12.96115,12.96115
CA-2019-135545_66,CA-2019-135545,FUR-FU-10000397,79.76,4,0.0,22.332800000000006,0.2800000000000001,38.284800000000004,9.571200000000001,9.571200000000001
US-2019-164175_67,US-2019-164175,FUR-CH-10001146,213.11499999999998,5,0.3,-15.22250000000001,-0.07142857142857148,194.84799999999998,48.711999999999996,48.711999999999996
CA-2018-106376_68,CA-2018-106376,OFF-AR-10002671,1113.0240000000001,8,0.2,111.30239999999998,0.09999999999999996,816.2176000000002,204.05440000000004,204.05440000000004
CA-2018-106376_69,CA-2018-106376,TEC-PH-10002726,167.96800000000002,4,0.2,62.988,0.37499999999999994,92.38240000000002,23.095600000000005,23.095600000000005
CA-2020-119823_70,CA-2020-119823,OFF-PA-10000482,75.88,2,0.0,35.663599999999995,0.47,26.81093333333333,6.702733333333333,6.702733333333333
CA-2020-106075_71,CA-2020-106075,OFF-BI-10004654,4.616,1,0.2,1.7309999999999999,0.375,2.5387999999999997,0.6346999999999999,0.6346999999999999
CA-2021-114440_72,CA-2021-114440,OFF-PA-10004675,19.049999999999997,3,0.0,8.763,0.4600000000000001,6.857999999999998,1.7144999999999995,1.7144999999999995
US-2019-134026_73,US-2019-134026,FUR-CH-10000513,831.9360000000001,8,0.2,-114.39120000000003,-0.1375,741.8096,185.4524,185.4524
US-2019-134026_74,US-2019-134026,FUR-FU-10003708,97.04,2,0.2,1.2129999999999974,0.012499999999999973,76.82333333333334,19.205833333333334,19.205833333333334
US-2019-134026_75,US-2019-134026,OFF-ST-10004123,72.784,1,0.2,-18.196,-0.25,70.35786666666667,17.589466666666667,17.589466666666667
US-2021-118038_76,US-2021-118038,OFF-BI-10004182,1.2479999999999998,3,0.8,-1.9344000000000006,-1.5500000000000007,2.7872000000000003,0.6968000000000001,0.6968000000000001
US-2021-118038_77,US-2021-118038,FUR-FU-10000260,9.708,3,0.6,-5.8248000000000015,-0.6000000000000002,14.238400000000002,3.5596000000000005,3.5596000000000005
US-2021-118038_78,US-2021-118038,OFF-ST-10000615,27.240000000000002,3,0.2,2.724000000000002,0.10000000000000006,19.976,4.994,4.994
US-2018-147606_79,US-2018-147606,FUR-FU-10003194,19.3,5,0.6,-14.475000000000001,-0.75,30.236666666666668,7.559166666666667,7.559166666666667
CA-2020-127208_80,CA-2020-127208,OFF-AP-10002118,208.16,1,0.0,56.20320000000001,0.2700000000000001,101.30453333333332,25.32613333333333,25.32613333333333
CA-2020-127208_81,CA-2020-127208,OFF-BI-10002309,16.740000000000002,3,0.0,8.0352,0.4799999999999999,5.803200000000001,1.4508000000000003,1.4508000000000003
CA-2018-139451_82,CA-2018-139451,OFF-AR-10002053,14.9,5,0.0,4.172000000000001,0.28,7.152,1.788,1.788
CA-2018-139451_83,CA-2018-139451,OFF-ST-10002370,21.39,1,0.0,6.203099999999999,0.29,10.124600000000001,2.5311500000000002,2.5311500000000002
CA-2019-149734_84,CA-2019-149734,OFF-EN-10000927,200.98400000000004,7,0.2,62.807499999999976,0.31249999999999983,118.91553333333339,29.728883333333346,29.728883333333346
US-2021-119662_85,US-2021-119662,OFF-ST-10003656,230.376,3,0.2,-48.9549,-0.2125,216.93740000000003,54.234350000000006,54.234350000000006
CA-2021-140088_86,CA-2021-140088,FUR-CH-10000863,301.96,2,0.0,33.215599999999995,0.10999999999999999,179.16293333333334,44.790733333333336,44.790733333333336
CA-2021-155558_87,CA-2021-155558,TEC-AC-10001998,19.99,1,0.0,6.796599999999998,0.3399999999999999,8.795600000000002,2.1989000000000005,2.1989000000000005
CA-2021-155558_88,CA-2021-155558,OFF-LA-10000134,6.16,2,0.0,2.9568,0.48,2.135466666666667,0.5338666666666667,0.5338666666666667
CA-2020-159695_89,CA-2020-159695,OFF-ST-10003442,158.36800000000002,7,0.2,13.857199999999999,0.08749999999999998,117.45626666666669,29.364066666666673,29.364066666666673
CA-2020-109806_90,CA-2020-109806,OFF-AR-10004930,20.1,3,0.0,6.632999999999998,0.3299999999999999,8.978000000000003,2.244500000000001,2.244500000000001
CA-2020-109806_91,CA-2020-109806,TEC-PH-10004093,73.584,2,0.2,8.278199999999998,0.11249999999999998,53.34840000000001,13.337100000000003,13.337100000000003
CA-2020-109806_92,CA-2020-109806,OFF-PA-10000304,6.48,1,0.0,3.1104000000000003,0.48000000000000004,2.2464000000000004,0.5616000000000001,0.5616000000000001
CA-2019-149587_93,CA-2019-149587,OFF-PA-10003177,12.96,2,0.0,6.2208000000000006,0.48000000000000004,4.492800000000001,1.1232000000000002,1.1232000000000002
CA-2019-149587_94,CA-2019-149587,FUR-FU-10003799,53.34,3,0.0,16.535399999999996,0.3099999999999999,24.536400000000008,6.134100000000002,6.134100000000002
CA-2019-149587_95,CA-2019-149587,OFF-BI-10002852,32.96,2,0.0,16.1504,0.49000000000000005,11.2064,2.8016,2.8016
US-2021-109484_96,US-2021-109484,OFF-BI-10004738,5.682000000000001,1,0.7,-3.7880000000000003,-0.6666666666666665,8.964933333333335,2.2412333333333336,2.2412333333333336
CA-2021-161018_97,CA-2021-161018,FUR-FU-10000629,96.53,7,0.0,40.5426,0.42,37.32493333333334,9.331233333333335,9.331233333333335
CA-2021-157833_98,CA-2021-157833,OFF-BI-10001721,51.312,3,0.2,17.9592,0.35,29.076800000000002,7.2692000000000005,7.2692000000000005
CA-2020-149223_99,CA-2020-149223,OFF-AP-10000358,77.88,6,0.0,22.585199999999993,0.2899999999999999,36.8632,9.2158,9.2158
CA-2020-158568_100,CA-2020-158568,OFF-PA-10003256,64.624,7,0.2,22.618399999999994,0.3499999999999999,36.62026666666667,9.155066666666668,9.155066666666668
CA-2020-158568_101,CA-2020-158568,TEC-AC-10001767,95.97600000000001,3,0.2,-10.79730000000001,-0.1125000000000001,83.97900000000001,20.994750000000003,20.994750000000003
CA-2020-158568_102,CA-2020-158568,OFF-BI-10002609,1.7879999999999996,3,0.8,-3.0396,-1.7000000000000004,4.172,1.043,1.043
CA-2020-129903_103,CA-2020-129903,OFF-PA-10004040,23.92,4,0.0,11.7208,0.49,8.132800000000001,2.0332000000000003,2.0332000000000003
US-2019-156867_104,US-2019-156867,TEC-AC-10001552,238.89600000000002,6,0.2,-26.875800000000012,-0.11250000000000004,209.03400000000002,52.258500000000005,52.258500000000005
US-2019-156867_105,US-2019-156867,FUR-FU-10004006,102.35999999999999,3,0.2,-3.8385000000000105,-0.03750000000000011,84.44699999999999,21.111749999999997,21.111749999999997
US-2019-156867_106,US-2019-156867,OFF-BI-10002794,36.882000000000005,3,0.7,-25.8174,-0.6999999999999998,59.0112,14.7528,14.7528
CA-2021-119004_107,CA-2021-119004,TEC-AC-10003499,74.11200000000001,8,0.2,17.6016,0.2375,47.555200000000006,11.888800000000002,11.888800000000002
CA-2021-119004_108,CA-2021-119004,TEC-PH-10002844,27.992000000000004,1,0.2,2.0993999999999993,0.07499999999999996,20.994000000000003,5.248500000000001,5.248500000000001
CA-2021-119004_109,CA-2021-119004,OFF-AR-10000390,3.3040000000000003,1,0.2,1.0737999999999999,0.32499999999999996,1.9273333333333336,0.4818333333333334,0.4818333333333334
CA-2019-129476_110,CA-2019-129476,TEC-AC-10000844,339.96000000000004,5,0.2,67.99199999999996,0.19999999999999987,226.6400000000001,56.660000000000025,56.660000000000025
CA-2021-146780_111,CA-2021-146780,FUR-FU-10001934,41.96,2,0.0,10.909600000000001,0.26,20.700266666666668,5.175066666666667,5.175066666666667
CA-2020-128867_112,CA-2020-128867,OFF-AR-10000380,75.96,2,0.0,22.78799999999999,0.2999999999999999,35.44800000000001,8.862000000000002,8.862000000000002
CA-2020-128867_113,CA-2020-128867,OFF-BI-10003981,27.240000000000002,6,0.0,13.3476,0.48999999999999994,9.261600000000001,2.3154000000000003,2.3154000000000003
CA-2018-115259_114,CA-2018-115259,OFF-FA-10000621,40.096000000000004,14,0.2,14.534799999999997,0.3624999999999999,22.38693333333334,5.596733333333335,5.596733333333335
CA-2018-115259_115,CA-2018-115259,OFF-EN-10002600,4.720000000000001,2,0.2,1.6519999999999997,0.34999999999999987,2.6746666666666674,0.6686666666666669,0.6686666666666669
CA-2018-115259_116,CA-2018-115259,OFF-PA-10004965,23.976000000000003,3,0.2,7.492499999999999,0.3124999999999999,14.185800000000004,3.546450000000001,3.546450000000001
CA-2018-115259_117,CA-2018-115259,OFF-EN-10002504,130.464,6,0.2,44.0316,0.33749999999999997,75.0168,18.7542,18.7542
CA-2019-110457_118,CA-2019-110457,FUR-TA-10001768,787.53,3,0.0,165.38129999999995,0.20999999999999994,414.7658,103.69145,103.69145
US-2019-136476_119,US-2019-136476,OFF-BI-10003650,157.79400000000004,1,0.7,-115.7156,-0.7333333333333332,255.97693333333336,63.99423333333334,63.99423333333334
CA-2020-103730_120,CA-2020-103730,FUR-FU-10002157,47.04,3,0.0,18.345599999999997,0.38999999999999996,19.129600000000003,4.782400000000001,4.782400000000001
CA-2020-103730_121,CA-2020-103730,OFF-BI-10003910,30.84,4,0.0,13.878,0.45,11.308000000000002,2.8270000000000004,2.8270000000000004
CA-2020-103730_122,CA-2020-103730,OFF-ST-10000777,226.56,6,0.0,63.436800000000005,0.28,108.7488,27.1872,27.1872
CA-2020-103730_123,CA-2020-103730,OFF-EN-10002500,115.02,9,0.0,51.75899999999999,0.44999999999999996,42.174,10.5435,10.5435
CA-2020-103730_124,CA-2020-103730,TEC-PH-10003875,68.04,7,0.0,19.731599999999997,0.2899999999999999,32.205600000000004,8.051400000000001,8.051400000000001
US-2018-152030_125,US-2018-152030,FUR-CH-10004063,600.558,3,0.3,-8.579400000000078,-0.014285714285714415,526.2032,131.5508,131.5508
US-2018-134614_126,US-2018-134614,FUR-TA-10004534,617.7,6,0.5,-407.68200000000013,-0.6600000000000001,889.4880000000002,222.37200000000004,222.37200000000004
US-2021-107272_127,US-2021-107272,OFF-BI-10003274,2.3880000000000003,2,0.7,-1.8308,-0.7666666666666665,3.9269333333333334,0.9817333333333333,0.9817333333333333
US-2021-107272_128,US-2021-107272,OFF-ST-10002974,243.99200000000002,7,0.2,30.49899999999998,0.12499999999999992,174.86093333333338,43.715233333333344,43.715233333333344
US-2020-125969_129,US-2020-125969,FUR-CH-10001146,81.424,2,0.2,-9.160199999999996,-0.11249999999999995,71.24600000000001,17.811500000000002,17.811500000000002
US-2020-125969_130,US-2020-125969,FUR-FU-10003773,238.56,3,0.0,26.241599999999977,0.1099999999999999,141.5456,35.3864,35.3864
US-2021-164147_131,US-2021-164147,TEC-PH-10002293,59.96999999999999,5,0.4,-11.993999999999993,-0.1999999999999999,63.96799999999999,15.991999999999997,15.991999999999997
US-2021-164147_132,US-2021-164147,OFF-PA-10002377,78.304,2,0.2,29.363999999999997,0.37499999999999994,43.06720000000001,10.766800000000002,10.766800000000002
US-2021-164147_133,US-2021-164147,OFF-FA-10002780,21.456,9,0.2,6.973199999999998,0.3249999999999999,12.516,3.129,3.129
CA-2020-145583_134,CA-2020-145583,OFF-PA-10001804,20.04,3,0.0,9.6192,0.48,6.9472,1.7368,1.7368
CA-2020-145583_135,CA-2020-145583,OFF-PA-10001736,35.44,1,0.0,16.656799999999997,0.4699999999999999,12.522133333333333,3.130533333333333,3.130533333333333
CA-2020-145583_136,CA-2020-145583,OFF-AR-10001149,11.52,4,0.0,3.4559999999999995,0.3,5.3759999999999994,1.3439999999999999,1.3439999999999999
CA-2020-145583_137,CA-2020-145583,OFF-FA-10002988,4.02,2,0.0,1.9697999999999998,0.49,1.3668,0.3417,0.3417
CA-2020-145583_138,CA-2020-145583,OFF-BI-10004781,76.176,3,0.2,26.661599999999996,0.3499999999999999,43.16640000000001,10.791600000000003,10.791600000000003
CA-2020-145583_139,CA-2020-145583,OFF-SU-10001218,65.88,6,0.0,18.446400000000004,0.2800000000000001,31.622399999999995,7.905599999999999,7.905599999999999
CA-2020-145583_140,CA-2020-145583,FUR-FU-10001706,43.120000000000005,14,0.0,20.697599999999998,0.47999999999999987,14.94826666666667,3.7370666666666676,3.7370666666666676
CA-2020-110366_141,CA-2020-110366,FUR-FU-10004848,82.80000000000001,2,0.2,10.349999999999994,0.12499999999999992,59.34000000000002,14.835000000000004,14.835000000000004
CA-2021-106180_142,CA-2021-106180,OFF-AR-10000940,8.82,3,0.0,2.3814,0.27,4.2924,1.0731,1.0731
CA-2021-106180_143,CA-2021-106180,OFF-EN-10004030,10.86,3,0.0,5.1042000000000005,0.4700000000000001,3.8371999999999993,0.9592999999999998,0.9592999999999998
CA-2021-106180_144,CA-2021-106180,OFF-PA-10004327,143.7,3,0.0,68.976,0.48000000000000004,49.815999999999995,12.453999999999999,12.453999999999999
CA-2021-155376_145,CA-2021-155376,OFF-AP-10001058,839.4300000000001,3,0.0,218.25179999999997,0.25999999999999995,414.1188,103.5297,103.5297
CA-2019-110744_146,CA-2019-110744,OFF-ST-10003656,671.93,7,0.0,20.157899999999998,0.03,434.51473333333325,108.62868333333331,108.62868333333331
CA-2018-110072_147,CA-2018-110072,FUR-FU-10000521,93.888,4,0.2,12.90959999999999,0.1374999999999999,66.504,16.626,16.626
CA-2020-114489_148,CA-2020-114489,TEC-PH-10000215,384.45000000000005,11,0.0,103.80150000000003,0.2700000000000001,187.09900000000002,46.774750000000004,46.774750000000004
CA-2020-114489_149,CA-2020-114489,TEC-PH-10001448,149.97,3,0.0,5.9987999999999815,0.039999999999999876,95.9808,23.9952,23.9952
CA-2020-114489_150,CA-2020-114489,FUR-CH-10000454,1951.84,8,0.0,585.5519999999999,0.3,910.8586666666665,227.71466666666663,227.71466666666663
CA-2020-114489_151,CA-2020-114489,OFF-BI-10002735,171.55,5,0.0,80.6285,0.47,60.614333333333335,15.153583333333334,15.153583333333334
CA-2020-158834_152,CA-2020-158834,OFF-AP-10000326,157.92,5,0.2,17.76599999999999,0.11249999999999995,114.492,28.623,28.623
CA-2020-158834_153,CA-2020-158834,TEC-PH-10001254,203.184,2,0.2,15.23879999999999,0.07499999999999996,152.388,38.097,38.097
CA-2019-124919_154,CA-2019-124919,OFF-PA-10001950,58.379999999999995,7,0.0,26.270999999999994,0.4499999999999999,21.406,5.3515,5.3515
CA-2019-124919_155,CA-2019-124919,OFF-PA-10002254,105.52,4,0.0,48.539199999999994,0.45999999999999996,37.9872,9.4968,9.4968
CA-2019-124919_156,CA-2019-124919,OFF-ST-10001590,80.88,6,0.0,21.028799999999997,0.25999999999999995,39.9008,9.9752,9.9752
CA-2019-118948_157,CA-2019-118948,OFF-AR-10001547,6.63,3,0.0,1.7901,0.27,3.2266,0.80665,0.80665
CA-2018-104269_158,CA-2018-104269,FUR-CH-10004063,457.56800000000004,2,0.2,51.47639999999994,0.11249999999999986,331.7368000000001,82.93420000000002,82.93420000000002
CA-2020-114104_159,CA-2020-114104,OFF-LA-10002475,14.62,2,0.0,6.8713999999999995,0.47,5.165733333333333,1.2914333333333332,1.2914333333333332
CA-2020-114104_160,CA-2020-114104,TEC-PH-10004536,944.9300000000001,7,0.0,236.23250000000002,0.25,472.46500000000003,118.11625000000001,118.11625000000001
CA-2020-162733_161,CA-2020-162733,OFF-PA-10002751,5.98,1,0.0,2.691,0.44999999999999996,2.192666666666667,0.5481666666666668,0.5481666666666668
CA-2019-119697_162,CA-2019-119697,TEC-AC-10003657,54.38400000000001,2,0.2,1.359599999999995,0.024999999999999904,42.60080000000001,10.650200000000002,10.650200000000002
CA-2020-154508_163,CA-2020-154508,OFF-EN-10001990,28.4,5,0.0,13.347999999999997,0.4699999999999999,10.034666666666666,2.5086666666666666,2.5086666666666666
CA-2020-113817_164,CA-2020-113817,OFF-BI-10004002,27.680000000000003,2,0.2,9.687999999999999,0.3499999999999999,15.685333333333338,3.9213333333333344,3.9213333333333344
CA-2018-139892_165,CA-2018-139892,OFF-AR-10004441,9.936,3,0.2,2.7324,0.275,6.1272,1.5318,1.5318
CA-2018-139892_166,CA-2018-139892,TEC-MA-10000822,8159.951999999999,8,0.4,-1359.992000000002,-0.16666666666666693,8522.616533333334,2130.6541333333334,2130.6541333333334
CA-2018-139892_167,CA-2018-139892,OFF-ST-10000991,275.928,3,0.2,-58.634699999999995,-0.2125,259.8322,64.95805,64.95805
CA-2018-139892_168,CA-2018-139892,FUR-CH-10004287,1740.0599999999997,9,0.3,-24.858000000000175,-0.014285714285714388,1524.624,381.156,381.156
CA-2018-139892_169,CA-2018-139892,OFF-AR-10002656,32.064,6,0.2,6.813599999999997,0.2124999999999999,21.1088,5.2772,5.2772
CA-2018-139892_170,CA-2018-139892,OFF-AP-10002518,177.97999999999996,5,0.8,-453.84900000000005,-2.5500000000000007,516.1419999999999,129.03549999999998,129.03549999999998
CA-2018-139892_171,CA-2018-139892,TEC-PH-10003931,143.976,3,0.2,8.998500000000007,0.06250000000000006,109.1818,27.29545,27.29545
CA-2018-118962_172,CA-2018-118962,OFF-PA-10000659,20.94,3,0.0,9.841800000000001,0.47000000000000003,7.3988000000000005,1.8497000000000001,1.8497000000000001
CA-2018-118962_173,CA-2018-118962,OFF-PA-10001144,110.96,2,0.0,53.260799999999996,0.48,38.46613333333333,9.616533333333333,9.616533333333333
CA-2018-118962_174,CA-2018-118962,FUR-CH-10003817,340.14400000000006,7,0.2,21.259,0.062499999999999986,257.94253333333336,64.48563333333334,64.48563333333334
